name	sex	total	realFreq	cinemaFreq	ratio	
Leslie	F	266474	0.076546479448093	0.046722041764376	0.620973454497401	True
Connie	F	266326	0.0765039654356253	0.0622217167172358	0.551476584929141	True
Gladys	F	266240	0.0764792613472994	0.0284346554890593	0.728971557382509	True
Edith	F	265922	0.0763879136718621	0.0490637192752397	0.608903303028921	True
Carrie	F	265719	0.0763296005331395	0.0534125489382723	0.58831768121707	True
Joel	M	264868	0.0760851449614502	0.0488407023694431	0.6090424566817	True
Nathaniel	M	264331	0.0759308880378343	0.0167262679347408	0.819482178584334	True
Eva	F	262740	0.0754738624038065	0.206625163220498	0.267543860659489	False
Evan	M	262222	0.0753250633601696	0.0447148896122071	0.627499940603136	True
Luke	M	261584	0.0751417934956129	0.119091027695354	0.386864552730429	False
Frederick	M	260881	0.0749398519363913	0.0336755527752781	0.689956016232934	True
Wendy	F	260673	0.0748801025134637	0.0745991549889439	0.500939754214779	True
Curtis	M	257953	0.0740987639059493	0.0338985696810747	0.686116605334896	True
Valerie	F	257604	0.073998511268441	0.0590994800360841	0.555970158100539	True
Courtney	F	257289	0.0739080253635266	0.0211866060506717	0.777205024767482	True
Elaine	F	257263	0.0739005566856607	0.0541931081085602	0.576925929977724	True
Cindy	F	256225	0.0736023840847048	0.0855269833729746	0.462531745463511	False
Hazel	F	255422	0.0733717168413834	0.0231937582028406	0.759813140335937	True
Esther	F	255082	0.0732740495154441	0.0550851757317463	0.570851447368392	True
Vanessa	F	252538	0.0725432681119453	0.0807321198983489	0.473287127526783	False
Norman	M	251806	0.0723329961043347	0.0644518857752012	0.52880841150294	True
Tracy	F	250772	0.0720359725307429	0.0565347856194239	0.560282707881422	True
Ava	F	250761	0.0720328127054919	0.0249778934492129	0.74252436211133	True
Marvin	M	250531	0.0719667436320623	0.0352366711158539	0.671310179822991	True
Brianna	F	250339	0.0719115903185907	0.0103702861195393	0.873966339023187	True
Tony	M	248496	0.0713821759606315	0.311220092039077	0.186570185100643	False
Monica	F	247888	0.0712075238013047	0.0859730171845677	0.453030148354719	False
Glenn	M	247578	0.0711184741805953	0.032783485152092	0.684476737853216	True
Antonio	M	245527	0.0705293103997085	0.133810143477926	0.345157575110012	False
Rodney	M	245286	0.070460081501028	0.0288806893006524	0.70927657327817	True
Jasmine	F	244207	0.0701501313695912	0.032783485152092	0.681508468662557	True
Melanie	F	243792	0.070030919780577	0.063559818152015	0.524219873805275	True
Melvin	M	242402	0.0696316327715898	0.020071521521689	0.776245086587854	True
Alfred	M	241644	0.0694138920861134	0.075045188800537	0.480509024839905	False
Edwin	M	240252	0.0690140305634442	0.0226362159383492	0.753015220336519	True
Steve	M	240218	0.0690042638308503	0.338651171452052	0.169271050643451	False
Lucas	M	239865	0.068902862165978	0.0928865412642605	0.425879944576766	False
Chad	M	239623	0.0688333460104565	0.0497327699926293	0.58054820661128	True
Sylvia	F	239120	0.0686888558194345	0.0817356959744333	0.456633275620866	False
April	F	238064	0.0683855125953406	0.0456069572353932	0.599912544195994	True
Sheila	F	237922	0.0683447221239189	0.0739301042715543	0.480371151070288	False
Theodore	M	236523	0.0679428498033628	0.0225247074854509	0.751018949107449	True
Katie	F	236162	0.0678391500837625	0.103033810478003	0.397015126680858	False
Alexandra	F	231364	0.0664608917606543	0.0439343304419191	0.602026885173524	True
Adrian	M	231207	0.0664157924366176	0.0464990248585794	0.588193773213878	True
Lee	M	230776	0.0662919847381474	0.169492848405373	0.281154575781369	False
Erica	F	229947	0.0660538488169601	0.0427077374600382	0.607327008349543	True
Sherry	F	229669	0.0659739914151627	0.0215211314093665	0.754030502334091	True
Derek	M	229414	0.0659007409207082	0.0795055269164679	0.453218020797445	False
Jeffery	M	229023	0.065788423495878	0.00524089728621878	0.92621501615795	True
Marcus	M	229002	0.065782391102217	0.0999115737968517	0.397011388690517	False
Jackson	M	228925	0.0657602723254602	0.0676856309092511	0.492785995908752	False
Herbert	M	227758	0.0654250435920156	0.0599915476592703	0.521661790830603	True
Angel	M	226719	0.0651265837342187	0.0541931081085602	0.545815889468039	True
Pauline	F	225940	0.0649028106550813	0.0400315345904796	0.618508749477587	True
Jesus	M	225716	0.0648384651226977	0.0538585827498654	0.546251707896816	True
Thelma	F	225232	0.0646994328116547	0.0170607932934356	0.791331383165372	True
