name	sex	dramaRatio	actionRatio	comedyRation	total
Claire	F	0.397278500977623	0.29201203648193	0.310709462540447	1624
Arthur	M	0.33337496769544	0.352382782063935	0.314242250240625	1620
Linda	F	0.355279054616443	0.293460384874515	0.351260560509041	1613
Barbara	F	0.346523046296674	0.280580266867233	0.372896686836093	1610
Eva	F	0.439299964780158	0.211524769843515	0.349175265376326	1606
Anne	F	0.45075513619573	0.276206107825992	0.273038755978278	1602
Victor	M	0.340329026749948	0.387902441884621	0.271768531365431	1553
Fred	M	0.32010235686424	0.295215765197228	0.384681877938532	1541
Lee	M	0.325399038351434	0.439569870527589	0.235031091120977	1533
Brian	M	0.338087334644212	0.259537977706562	0.402374687649225	1524
Rachel	F	0.387921373553548	0.308414212376631	0.303664414069821	1502
Sara	F	0.393730802420161	0.297819143371597	0.308450054208242	1496
Emily	F	0.396417859414198	0.270671399673162	0.33291074091264	1489
Elizabeth	F	0.422269924728676	0.29364881747052	0.284081257800804	1485
Emma	F	0.404682678446473	0.240745869120442	0.354571452433085	1481
Larry	M	0.271947780552779	0.322899335087904	0.405152884359318	1479
Jeff	M	0.267937065190755	0.370136145996625	0.36192678881262	1467
Lucy	F	0.343466399685212	0.284114587376636	0.372419012938153	1466
Pete	M	0.288104819057937	0.358632348671467	0.353262832270596	1452
Carl	M	0.334467791849945	0.347494531868937	0.318037676281117	1448
Tim	M	0.307920836067562	0.3322476795553	0.359831484377138	1448
Carlos	M	0.376126457393926	0.329579759561621	0.294293783044453	1442
Roger	M	0.311018561542019	0.301783783316009	0.387197655141972	1436
Bobby	M	0.314833733160537	0.310685430838301	0.374480836001162	1415
Juan	M	0.388800092914356	0.293160824022639	0.318039083063005	1409
Judge	M	0.353309725061865	0.336161256566819	0.310529018371316	1407
Sally	F	0.302836861961397	0.306287963681012	0.390875174357591	1407
Karen	F	0.382337172091028	0.286718555955203	0.330944271953769	1401
Jerry	M	0.272554973466392	0.327145642000203	0.400299384533406	1386
Betty	F	0.279422668792778	0.320923865273724	0.399653465933498	1382
Ray	M	0.337058821637524	0.375577169225613	0.287364009136863	1381
Amy	F	0.337456391711711	0.277218505032491	0.385325103255798	1381
Sister	F	0.379742827697236	0.311856811286921	0.308400361015843	1363
Andy	M	0.30043135334749	0.31461550734148	0.38495313931103	1363
Joseph	M	0.429774596127169	0.356814309342527	0.213411094530304	1361
Alan	M	0.351272131569118	0.322328568176393	0.326399300254489	1343
Rose	F	0.406511210088047	0.278280470121629	0.315208319790323	1296
Rita	F	0.339743719349719	0.301679517585697	0.358576763064584	1287
Andrew	M	0.376458902168244	0.29470252326319	0.328838574568566	1271
Nina	F	0.44139444130107	0.244314104563466	0.314291454135465	1266
Maggie	F	0.390892626453615	0.249983264452103	0.359124109094282	1241
Ed	M	0.313495846004496	0.39538492872341	0.291119225272094	1219
Angela	F	0.382524278814552	0.265841912679797	0.35163380850565	1213
Carol	F	0.354128892037785	0.289020047928667	0.356851060033548	1209
Albert	M	0.3421782139407	0.314243369820036	0.343578416239264	1206
Annie	F	0.374337100094567	0.260905781577864	0.364757118327569	1205
Ted	M	0.273669638402848	0.341626413155048	0.384703948442104	1204
Scott	M	0.285658144215515	0.386175241410533	0.328166614373952	1202
Ana	F	0.517785317250795	0.183140229302061	0.299074453447143	1197
Nancy	F	0.35459093469929	0.30292304126805	0.34248602403266	1196
Sophie	F	0.418721913861718	0.179016060099236	0.402262026039046	1193
Phil	M	0.306847447373069	0.266626060053264	0.426526492573667	1193
Jennifer	F	0.309002510594185	0.355351221393512	0.335646268012303	1188
Patrick	M	0.370817496875376	0.265457958769486	0.363724544355138	1173
Will	M	0.328515068989461	0.389734491204495	0.281750439806043	1166
Ruth	F	0.449819111826485	0.267364557469089	0.282816330704426	1164
Jessica	F	0.328745726736455	0.308205388653704	0.363048884609841	1160
Antonio	M	0.377033878114653	0.266575894956468	0.35639022692888	1156
Edward	M	0.370232965479994	0.392598602832435	0.237168431687571	1154
Pierre	M	0.417027143502957	0.283618397441963	0.29935445905508	1137
Rick	M	0.277797337672442	0.404909030756537	0.317293631571021	1119
Karl	M	0.393268766584914	0.310064975079915	0.296666258335171	1116
Vincent	M	0.360540938624255	0.365300862666311	0.274158198709434	1111
Charlotte	F	0.406102813698091	0.231741899094583	0.362155287207326	1110
Leo	M	0.351543161869296	0.306845773551703	0.341611064579001	1110
Gary	M	0.292065122014551	0.261222585408088	0.446712292577361	1099
Ann	F	0.372499452297893	0.397715152386426	0.229785395315681	1092
Margaret	F	0.433242624954897	0.257639154760875	0.309118220284228	1090
Amanda	F	0.33467687471481	0.32021281464158	0.34511031064361	1090
Roy	M	0.311381747997946	0.399295140963649	0.289323111038406	1089
Grace	F	0.439331866939647	0.234778587387257	0.325889545673096	1083
Kim	F	0.358527457035452	0.279799818057688	0.36167272490686	1073
Louise	F	0.42804704107074	0.225853043594383	0.346099915334878	1072
Ellen	F	0.383390386431722	0.310502328370811	0.306107285197466	1067
Ryan	M	0.330444270111442	0.309625137775658	0.3599305921129	1065
Samantha	F	0.29621584340267	0.363605784608264	0.340178371989066	1057
Ali	M	0.396128829493948	0.362485223127969	0.241385947378083	1051
Sandra	F	0.391567474272159	0.259610437201497	0.348822088526344	1048
Sean	M	0.366966298311844	0.344437279252911	0.288596422435245	1048
Diana	F	0.345884494519258	0.364218058725517	0.289897446755225	1048
Al	M	0.304778999189487	0.358141929329155	0.337079071481358	1045
Martha	F	0.415529355520713	0.253984497164259	0.330486147315028	1030
Joan	F	0.345176939596808	0.332833663280414	0.321989397122778	1025
Pedro	M	0.412474766223855	0.290535111941998	0.296990121834146	1018
Elena	F	0.435761093422929	0.285947042924615	0.278291863652455	1012
Jonathan	M	0.313967817899894	0.411335655981029	0.274696526119077	1001
Miguel	M	0.403537280732445	0.328257874262009	0.268204845005546	998
Louis	M	0.384819153379539	0.320030080498716	0.295150766121745	996
Luke	M	0.308221448452604	0.398352089388932	0.293426462158464	989
Catherine	F	0.439782938863964	0.273093957864892	0.287123103271144	988
Vera	F	0.454507755941933	0.185258095114846	0.360234148943221	988
Dick	M	0.208603321494486	0.394232458930662	0.397164219574852	987
Hans	M	0.386156761121565	0.288765544365833	0.325077694512602	981
Molly	F	0.301949826476945	0.316189989107847	0.381860184415208	981
Ken	M	0.251514457201472	0.444808886123471	0.303676656675058	975
Ivan	M	0.374429605568942	0.363238122560519	0.262332271870538	973
Paula	F	0.412822390088122	0.210343669341283	0.376833940570595	971
Jean	M	0.411561458418812	0.30364579548188	0.284792746099309	968
Gloria	F	0.322826853402209	0.266831938777829	0.410341207819962	967
Michelle	F	0.357894125059982	0.298349946047714	0.343755928892304	966
Mario	M	0.358104350408536	0.245714481378541	0.396181168212922	950
Bruno	M	0.371491975412327	0.270526339970343	0.35798168461733	936
Bruce	M	0.20670303329531	0.493306021059213	0.299990945645477	936
Barry	M	0.25771742527431	0.282140507904531	0.460142066821159	935
Tina	F	0.304971891568849	0.267293737611971	0.427734370819181	930
Greg	M	0.305109691843677	0.273446419482492	0.421443888673831	927
Jan	M	0.431072047683226	0.273644667288554	0.29528328502822	925
Kelly	F	0.303075051215085	0.311567475218278	0.385357473566637	916
Anthony	M	0.340693687876786	0.317751872425389	0.341554439697825	910
Josh	M	0.315885347373034	0.285083166717054	0.399031485909912	908
Lily	F	0.369984120670837	0.305790693505036	0.324225185824127	907
Beth	F	0.390018426936966	0.25928040439849	0.350701168664544	899
Clara	F	0.480519706777715	0.18639162308629	0.333088670135995	891
Marcus	M	0.33834112123969	0.428290082611557	0.233368796148754	890
Rebecca	F	0.371281257451881	0.315059816837768	0.313658925710351	889
Christine	F	0.441498871014553	0.211916263057868	0.34658486592758	888
Rosa	F	0.440568278158561	0.192888463048623	0.366543258792815	888
Terry	M	0.324121138392097	0.307838606464569	0.368040255143334	883
Brad	M	0.24716056700906	0.339548685588551	0.413290747402389	882
Alexander	M	0.379306584668546	0.382633392957516	0.238060022373938	879
Carmen	F	0.420673331117206	0.225551452126263	0.353775216756531	867
Gabriel	M	0.398700316267554	0.354799638818262	0.246500044914184	863
Irene	F	0.448609278129071	0.218313968301778	0.333076753569151	862
Marco	M	0.371910245422573	0.348384367241388	0.27970538733604	861
Kim	M	0.3756379859805	0.367960899444189	0.256401114575311	859
Luis	M	0.419660948732954	0.290877686783655	0.289461364483391	853
Victoria	F	0.385305573887667	0.298005571023827	0.316688855088505	844
Oliver	M	0.339948146505436	0.300917367929272	0.359134485565292	844
Philip	M	0.423249376313849	0.292270835165122	0.284479788521029	843
Lola	F	0.316829923068427	0.273883053070233	0.40928702386134	841
Janet	F	0.353878517545975	0.325747270315498	0.320374212138528	838
Nicole	F	0.358371788655775	0.299887156930459	0.341741054413765	835
Dennis	M	0.327867098273954	0.270750682959557	0.401382218766489	835
Steven	M	0.334525765812695	0.318417410625392	0.347056823561914	830
Katie	F	0.344596061886554	0.265114057617443	0.390289880496003	825
Duke	M	0.26212250587431	0.479230585303637	0.258646908822053	821
Harold	M	0.295635400212775	0.325511920067682	0.378852679719543	807
Ralph	M	0.321418707193	0.342924249697306	0.335657043109694	800
Liz	F	0.350937318979973	0.252918050466273	0.396144630553754	796
Joey	M	0.328544674125771	0.313385068145501	0.358070257728728	796
Jacob	M	0.406089122402548	0.347459780114567	0.246451097482885	795
Jean	F	0.382865780740568	0.375322327503756	0.241811891755675	788
Hank	M	0.26123611075451	0.44240775852389	0.296356130721601	788
Donna	F	0.337148667449381	0.263174181763774	0.399677150786845	786
Caroline	F	0.395807695097969	0.244634659935113	0.359557644966918	785
Kyle	M	0.2550266338732	0.400412488176298	0.344560877950502	784
Doug	M	0.279730258926066	0.282496289166605	0.437773451907328	780
Marta	F	0.482388721681729	0.167089591091315	0.350521687226956	777
Howard	M	0.311087803642745	0.356612904424875	0.33229929193238	776
Teresa	F	0.492564066899861	0.225331476283611	0.282104456816528	774
Stephen	M	0.453192520061753	0.253483397795703	0.293324082142544	772
Claudia	F	0.394004462836955	0.257111148825378	0.348884388337667	765
Hannah	F	0.457903350556977	0.190915574348574	0.351181075094449	764
Lucas	M	0.380191014137113	0.34060772506009	0.279201260802797	761
Gina	F	0.333999240832247	0.308912317838836	0.357088441328917	757
Nora	F	0.458495199990815	0.233204707683858	0.308300092325327	753
Rob	M	0.278506805153977	0.331065430277869	0.390427764568154	753
Chuck	M	0.210099151896352	0.417507077488896	0.372393770614752	750
Patricia	F	0.383994722699498	0.267305210982803	0.348700066317699	744
Matthew	M	0.407149494975432	0.32097528454396	0.271875220480608	741
Diane	F	0.377700794590431	0.293253177318524	0.329046028091045	740
Stella	F	0.382580077131394	0.258011405030299	0.359408517838307	736
Jay	M	0.313666474251344	0.29889787390551	0.387435651843146	736
Donald	M	0.292263314421601	0.307427447460724	0.400309238117675	730
Lena	F	0.452111295933831	0.250506340593146	0.297382363473022	726
Christian	M	0.427376538969939	0.220901700320917	0.351721760709144	726
Ron	M	0.302416616048737	0.310079604000864	0.387503779950399	726
Carla	F	0.36328653612248	0.326863098915241	0.309850364962278	724
Jackie	F	0.327669626968319	0.258979322022039	0.413351051009642	724
Olga	F	0.44749879016113	0.197559348188998	0.354941861649872	723
Samuel	M	0.437203127791731	0.312396140230016	0.250400731978254	718
Judy	F	0.312555927949367	0.27444268442651	0.413001387624123	715
Gordon	M	0.269012721790115	0.407601883317602	0.323385394892284	709
Jill	F	0.310719181067186	0.313412182524811	0.375868636408003	708
Benjamin	M	0.318362582344695	0.356909260614438	0.324728157040866	707
Isabel	F	0.474388235416869	0.264362573738046	0.261249190845084	705
Nathan	M	0.324906680534915	0.382434965429355	0.29265835403573	705
Manuel	M	0.417970719618782	0.311667162590315	0.270362117790903	702
Alex	F	0.308123215774001	0.372870844359256	0.319005939866743	702
Andrea	F	0.429466067287298	0.241162341430205	0.329371591282497	701
Monica	F	0.382340860097509	0.265147446862899	0.352511693039592	692
Felix	M	0.33249909364691	0.302793696282199	0.364707210070891	688
Anita	F	0.383282882346406	0.25533798052095	0.361379137132645	684
Ian	M	0.388260712342005	0.28390540347795	0.327833884180045	683
Dean	M	0.316770646937557	0.289024143855664	0.394205209206779	682
Sylvia	F	0.376825211642917	0.278479728179796	0.344695060177287	681
Pablo	M	0.355753537676568	0.306912792885673	0.337333669437759	678
Aaron	M	0.365092821022563	0.316046221707504	0.318860957269933	676
Roberto	M	0.411417386844987	0.237364328324779	0.351218284830234	675
Stan	M	0.268824497390265	0.317801446285847	0.413374056323888	673
Marc	M	0.392931287966424	0.215950422215322	0.391118289818254	670
Natalie	F	0.390975283375172	0.261194192612066	0.347830524012761	669
Olivia	F	0.425901523975804	0.216666511235077	0.357431964789118	667
Vanessa	F	0.344244226514926	0.298532563469126	0.357223210015949	665
Sheila	F	0.297312386071902	0.299827887159259	0.402859726768839	661
Sebastian	M	0.333053900939164	0.328648119406196	0.33829797965464	660
Eve	F	0.367468930959702	0.340571736101013	0.291959332939285	659
Oscar	M	0.310091244381187	0.323895829896312	0.366012925722501	659
Cindy	F	0.264924747252367	0.292157055855763	0.44291819689187	659
Jacques	M	0.365436621377459	0.313271574330579	0.321291804291962	653
Helena	F	0.46404198354019	0.247103249624896	0.288854766834914	651
Alfred	M	0.317810282653165	0.333131233801046	0.349058483545789	651
Jeremy	M	0.324080293498111	0.306469256617753	0.369450449884136	646
Anton	M	0.360212770106397	0.337483643469773	0.30230358642383	642
Derek	M	0.326797958412194	0.296581979311763	0.376620062276043	640
Todd	M	0.251546894236585	0.266462209864042	0.481990895899372	638
Diego	M	0.358065351299006	0.365251344270093	0.276683304430901	635
Maya	F	0.345334294621715	0.422893642108825	0.23177206326946	635
Marina	F	0.382313687658393	0.240249397943281	0.377436914398327	634
Melissa	F	0.325796147100709	0.296770958572409	0.377432894326882	633
Hugo	M	0.324868641997753	0.290106575711566	0.38502478229068	630
Lee	F	0.388786617461656	0.36225696266849	0.248956419869854	624
Francis	M	0.298385996337379	0.375745944139781	0.32586805952284	622
Raymond	M	0.360320286436212	0.339413879221327	0.300265834342461	616
Bernard	M	0.371983630111596	0.208123208025402	0.419893161863002	616
Dorothy	F	0.297330482978999	0.349203526017023	0.353465991003978	616
Marty	M	0.286958628968844	0.32918444668062	0.383856924350536	613
Chloe	F	0.341418241881363	0.270663490618115	0.387918267500522	609
Alicia	F	0.408248574831977	0.314522891300031	0.277228533867993	607
Sue	F	0.338886254270102	0.276740788814603	0.384372956915296	607
Jones	M	0.206127170735386	0.478272696125854	0.31560013313876	606
Stanley	M	0.307587448237051	0.309353966571954	0.383058585190996	605
Katherine	F	0.402408752371155	0.361673375343468	0.235917872285377	603
Wendy	F	0.269561260337895	0.273971780620943	0.456466959041162	603
Heather	F	0.306982126598968	0.278660883994873	0.41435698940616	601
Stefan	M	0.45455176597124	0.219932826173051	0.325515407855709	599
Keith	M	0.328313526120346	0.303653661244746	0.368032812634908	599
Vince	M	0.304701752280944	0.38187168725922	0.313426560459837	598
Otto	M	0.294244050273854	0.378428305606681	0.327327644119465	597
Van	M	0.218544596763249	0.473996530716064	0.307458872520687	596
Justin	M	0.318509688987614	0.29614485449308	0.385345456519306	595
Jesse	M	0.342674895830852	0.368920605261071	0.288404498908077	594
Sharon	F	0.353142596356702	0.292019803692343	0.354837599950955	594
Boris	M	0.293459443719135	0.436023790930969	0.270516765349896	586
Earl	M	0.316446323873826	0.35969857280629	0.323855103319883	585
Doris	F	0.325325255501885	0.280122164096794	0.394552580401321	582
Stephanie	F	0.309418298281032	0.273623191692573	0.416958510026395	580
Erik	M	0.409794193658033	0.316945720382738	0.273260085959229	578
Marion	F	0.366134962219671	0.291897848783421	0.341967188996909	578
Leon	M	0.33885620402632	0.374400562712375	0.286743233261306	578
Jackson	M	0.277275764364047	0.445489212941893	0.27723502269406	578
Mona	F	0.359019614002453	0.256321917249424	0.384658468748123	577
Fernando	M	0.424121946208882	0.229009691069571	0.346868362721548	575
Park	M	0.338079668083486	0.313981028394408	0.347939303522106	573
Smith	M	0.232665023920486	0.47819863728642	0.289136338793094	573
Christopher	M	0.328171963207042	0.386812113789568	0.28501592300339	572
Sam	F	0.319141658378583	0.320663442781144	0.360194898840273	572
Mickey	M	0.306433160475341	0.32518006805228	0.368386771472379	571
Daisy	F	0.27549692060089	0.293759169181284	0.430743910217826	571
Veronica	F	0.283297903740762	0.298807910469562	0.417894185789676	568
Alberto	M	0.417739553831257	0.17315981434265	0.409100631826093	565
Kurt	M	0.334825340265786	0.353915849543179	0.311258810191035	565
Craig	M	0.304117190653348	0.327885970880914	0.367996838465737	565
Peggy	F	0.327784892325073	0.288728317632111	0.383486790042816	563
Sonia	F	0.357781840398902	0.328420554755949	0.313797604845149	560
Neil	M	0.334636267990303	0.298112914190538	0.367250817819159	557
Julian	M	0.359317698488904	0.313136830588225	0.327545470922871	556
Tyler	M	0.288747835154154	0.390972992233131	0.320279172612714	555
Connie	F	0.338648918697253	0.291518365097372	0.369832716205375	553
Maurice	M	0.373307223479609	0.204470310968977	0.422222465551413	551
Ricardo	M	0.382970523709239	0.280142625777784	0.336886850512977	548
Benny	M	0.29001277895019	0.294500493364479	0.415486727685331	548
Jorge	M	0.424452113602747	0.204270733854746	0.371277152542508	543
Lauren	F	0.367911129636906	0.249287223667418	0.382801646695676	543
Norman	M	0.290591884629788	0.337611608055032	0.37179650731518	543
Colin	M	0.367068222502198	0.237109340308011	0.39582243718979	541
Miles	M	0.294198170208607	0.403353150563738	0.302448679227655	536
Gus	M	0.287149110056	0.340960046234248	0.371890843709752	536
Bert	M	0.27769030719348	0.33688456695639	0.38542512585013	536
Jo	F	0.354829966834738	0.357201015556088	0.287969017609175	533
Willie	M	0.303022437999959	0.335907485324677	0.361070076675363	533
Lydia	F	0.378709784225252	0.296652688526776	0.324637527247972	532
Marianne	F	0.458420477813377	0.171939909651705	0.369639612534918	530
Kathy	F	0.411676109166031	0.271039511617928	0.317284379216041	525
Lou	M	0.296383880881173	0.348851802989983	0.354764316128844	524
Jamie	M	0.420385591787403	0.286081030558808	0.293533377653789	523
Melanie	F	0.356413787506559	0.24102152944135	0.402564683052091	521
Ricky	M	0.28603837909635	0.261508864660629	0.452452756243021	519
Denise	F	0.358557489219484	0.242471187910316	0.3989713228702	518
Robin	M	0.162092167940934	0.567254681666607	0.270653150392459	518
Franz	M	0.458104731098431	0.198452531872571	0.343442737028998	516
Virginia	F	0.446866611890815	0.215772355721305	0.33736103238788	516
Penny	F	0.250002176358224	0.347347304717499	0.402650518924277	516
Harvey	M	0.26422162634829	0.367840850357125	0.367937523294585	514
Kitty	F	0.33598758677456	0.266358272304499	0.397654140920941	512
Holly	F	0.328858043815937	0.301793834135911	0.369348122048152	511
Cynthia	F	0.359044077539764	0.308907924524497	0.332047997935738	510
Angel	F	0.263931619177283	0.422493794303408	0.313574586519309	508
June	F	0.357677777685567	0.307646212327195	0.334676009987238	506
Jeanne	F	0.514412508539225	0.226559340648543	0.259028150812233	502
Ethan	M	0.348280428431831	0.356497366992362	0.295222204575807	502
Trevor	M	0.286203591743481	0.311206706080021	0.402589702176498	502
Megan	F	0.322421695194069	0.297646283192272	0.379932021613659	499
Zoe	F	0.323734753370743	0.312437012250478	0.36382823437878	496
Gwen	F	0.245695046836341	0.405357587401158	0.348947365762501	496
Judith	F	0.440623329403374	0.212445567055805	0.346931103540822	495
Iris	F	0.39151950266314	0.297256276579108	0.311224220757751	495
Michel	M	0.397442412670868	0.213270739516632	0.3892868478125	494
Johnson	M	0.242248073169226	0.448105292624203	0.309646634206571	494
Mia	F	0.396073252377597	0.246736362387274	0.357190385235129	492
Frankie	M	0.297100229494272	0.314780451610003	0.388119318895725	492
Valerie	F	0.394499355713209	0.292831641745769	0.312669002541022	491
Esther	F	0.449372573178268	0.222653505152227	0.327973921669506	490
Brenda	F	0.314984999691139	0.243901046523032	0.441113953785829	490
Leonard	M	0.326136962870521	0.319893317580792	0.353969719548687	489
Ruby	F	0.337257468944795	0.322354948792697	0.340387582262507	487
Sandy	F	0.307535840938674	0.272169795254631	0.420294363806695	487
Antoine	M	0.391421519689112	0.191084247057559	0.417494233253329	482
Ashley	F	0.284700976703394	0.292574313060917	0.422724710235689	482
Herbert	M	0.339764161855679	0.250283016240117	0.409952821904205	481
Angie	F	0.320118518536101	0.303764425181337	0.376117056282562	481
Debbie	F	0.298469161718301	0.217987093574493	0.483543744707206	481
Carlo	M	0.362527526303429	0.274280377081757	0.363192096614814	480
Sofia	F	0.44846137108165	0.235334533464858	0.316204095453492	478
Evelyn	F	0.377870964767439	0.309071732368364	0.313057302864197	477
Malcolm	M	0.334944287215266	0.328532032367527	0.336523680417208	476
Mitch	M	0.307416713755302	0.321878969969496	0.370704316275202	476
Randy	M	0.217195072612283	0.288849064174251	0.493955863213465	475
Travis	M	0.287592420659158	0.434271260860828	0.278136318480014	473
Wayne	M	0.313461118905496	0.332881806338612	0.353657074755893	470
Elaine	F	0.347966134015581	0.345800402834965	0.306233463149454	467
Arnold	M	0.3371164903626	0.310204635514247	0.352678874123153	467
Hector	M	0.255460260410377	0.424637134116695	0.319902605472928	467
Lance	M	0.215286090906131	0.382914995984386	0.401798913109483	466
Isabelle	F	0.42851781298996	0.251166062245751	0.320316124764289	465
Noah	M	0.345995153959691	0.409333788359456	0.244671057680853	465
Audrey	F	0.345324311685177	0.229175101063202	0.42550058725162	464
Jonas	M	0.450306469617714	0.284738806276453	0.264954724105833	463
Kenny	M	0.302914199362346	0.294697869462765	0.402387931174889	463
Pat	M	0.300541325766371	0.33812165162991	0.361337022603719	459
Ned	M	0.262471955003252	0.379012486882953	0.358515558113795	459
Cathy	F	0.389174269526486	0.299779108784985	0.311046621688528	458
Agnes	F	0.433563929902492	0.215922340073484	0.350513730024024	457
Seth	M	0.256090257116858	0.420166877990966	0.323742864892176	457
Edgar	M	0.364954481908906	0.290984903890988	0.344060614200106	456
Ellie	F	0.376402754898295	0.321923036542583	0.301674208559122	455
Nicholas	M	0.400736602021942	0.386928723602196	0.212334674375862	452
Henri	M	0.397701701160099	0.293583259699382	0.308715039140519	451
Amber	F	0.295745951212975	0.286421214965429	0.417832833821596	451
Suzanne	F	0.386362253201281	0.250918326752793	0.362719420045925	450
Jon	M	0.326785783794481	0.261169637101814	0.412044579103705	449
Morgan	M	0.25323519612114	0.494614511252456	0.252150292626405	449
Warren	M	0.307134484985151	0.38007355733003	0.312791957684819	448
Dana	F	0.314070427117471	0.364854573078391	0.321074999804139	447
Roland	M	0.310065499699825	0.367713110279719	0.322221390020456	447
Silvia	F	0.388298791240043	0.19267293536872	0.419028273391237	446
Miriam	F	0.425651455841941	0.276806579847992	0.297541964310067	445
Roman	M	0.40108370316563	0.339161616456167	0.259754680378203	444
May	F	0.276799597559423	0.427323261312406	0.29587714112817	444
Phillip	M	0.358300966451566	0.330969774302081	0.310729259246353	443
Tanya	F	0.35467323657581	0.320856423331093	0.324470340093097	441
Lewis	M	0.334999448552217	0.336644256717564	0.328356294730219	441
Angel	M	0.313526872923942	0.375859524880877	0.310613602195181	441
Tracy	F	0.298831900552179	0.292472403977496	0.408695695470325	441
Claude	M	0.335313145766175	0.240070575560798	0.424616278673028	439
Natasha	F	0.327491102522113	0.320834408306929	0.351674489170958	436
Russell	M	0.335756955603854	0.331127337422905	0.333115706973241	433
Abby	F	0.326817464135373	0.307827974648364	0.365354561216262	433
Nikki	F	0.306811457877614	0.287412912011366	0.40577563011102	432
Allison	F	0.282399330981768	0.31199225920908	0.405608409809151	430
