Name	Sex	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	Total
Homer	M	2.06432671410795E-05	2.21407902019997E-05	1.96857535045563E-05	1.52591150323646E-05	1.43496456314399E-05	1.30087765011543E-05	1.46798576155052E-05	1.00145622005742E-05	1.2759765386975E-05	7.69377297851421E-06	8.34060221300391E-06	8.73994326138084E-06	9.87285409402577E-06	8.00044361080435E-06	8.97444648741524E-06	7.31204589148328E-06	5.82306510795566E-06	4.81096772348482E-06	8.29755125879206E-06	2.36843912756176E-06	6.28541931996477E-06	4.94533581953585E-06	5.31251233261792E-06	5.50825273966721E-06	6.87660167514017E-06	3.40703179913818E-06	6.7737827512396E-06	5.7504092374574E-06	6.84844822381386E-06	5.49856899741842E-06	7.84566017307526E-06	7.8618760550841E-06	6.5700000657E-06	7.04959900470941E-06	1146
Bart	M	3.98529740640285E-05	3.39118432207843E-05	3.03723054070297E-05	2.60792147825867E-05	1.94938582162957E-05	1.48300052113159E-05	1.54391605956175E-05	7.18994209271995E-06	6.7704877563541E-06	7.69377297851421E-06	8.34060221300391E-06	3.55060194993597E-06	7.13039462346306E-06	4.13816048834708E-06	3.53538801019388E-06	3.79143120299133E-06	4.76432599741826E-06	2.13820787710436E-06	2.67662943832002E-06	2.8947589336866E-06	2.35703224498679E-06	1.82196582825005E-06	2.78274455518081E-06	2.50375124530328E-06	0	2.35871432248028E-06	0	1.36914505653748E-06	1.36968964476277E-06	0	2.1643200477449E-06	1.62659504587947E-06	1.3687500136875E-06	0	969
Lisa	F	0.00293478447855681	0.00252713297786622	0.00222224034561434	0.00209382802089555	0.00196671369559961	0.00171013375884174	0.00135282480956681	0.00112882090855703	0.000984324758423789	0.00085533531319758	0.000690117570205001	0.000610976658615904	0.000511468691259946	0.000426230530299749	0.000370671835222636	0.000301147964123311	0.000287712353288536	0.000242686594051345	0.000222160243380562	0.000213422681383621	0.000185681762410626	0.000160853554551219	0.000153809880868176	0.000131196565253892	0.000129127298122076	0.00011007333504908	0.000107296718779635	0.000108436288477768	0.000108205481936259	9.70497428044351E-05	0.00010172304224401	0.00010111999201884	9.3622500936225E-05	8.60051078574548E-05	85929
Maggie	F	0.000241698252776806	0.000264848692922654	0.000232573116403829	0.000243313525152432	0.000240424251334314	0.000218547445219392	0.000242470751649206	0.00024060627645995	0.000270819510254164	0.000261057676236482	0.0003295883132558	0.000310541109005938	0.000302493279603067	0.000290774743647855	0.000336405766816141	0.000385371900132619	0.000427201231101838	0.000486175016056605	0.000454224015682907	0.000452108713461234	0.000426884728814274	0.00043102505879744	0.000468765969159095	0.000468702233120773	0.000409285144146306	0.000373463101059377	0.000381228493239765	0.000379800838683496	0.000357488997283084	0.000379951117721613	0.000366040628074856	0.000361375199359555	0.000360802503608025	0.000360375501120745	43972
