Name	Sex	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	Total
Han	M	0	1.65704915338045E-06	1.97341870781201E-06	0	2.30646379889744E-06	2.51820663396356E-06	1.57516630605859E-06	3.60640208498126E-06	3.77409213487909E-06	3.75811391247989E-06	3.99126028034612E-06	3.46537770017899E-06	3.44054452351325E-06	2.52236850402528E-06	3.09347555071598E-06	2.21950764107121E-06	3.51972440016451E-06	3.12210636027702E-06	3.79651490056168E-06	3.59497104635998E-06	3.90605062866583E-06	3.97953774750735E-06	3.76672358006628E-06	3.55060194993597E-06	2.46821352350644E-06	3.31052839067766E-06	2.71952923861068E-06	1.89571560149567E-06	2.91153255397783E-06	2.40548386174241E-06	4.81793298897603E-06	2.63159903062418E-06	3.14270965998238E-06	3.6439316565001E-06	4.30060522164307E-06	3.50525174342459E-06	2.80157846024229E-06	2.88287306080923E-06	2.43856179044626E-06	5.7504092374574E-06	4.10906893428832E-06	3.57406984832197E-06	5.41080011936225E-06	5.96418183489139E-06	5.2012500520125E-06	8.17753484546292E-06	559
Luke	M	0.000182909740882108	0.000210776652309993	0.000238783663645253	0.000257292435867294	0.000301487767998737	0.000390636804093597	0.000595412863690148	0.000743519896520303	0.000902588649795314	0.000871882427695334	0.000706167979601239	0.000765559690264541	0.00070875217184373	0.000768481604226369	0.000745527607722552	0.000718843037251939	0.000709359840648539	0.000704815510832538	0.000729183961901214	0.000773945909552069	0.0010582793169932	0.00115459655181013	0.0011014975954851	0.0012640142941772	0.00137561767043426	0.00136614471588632	0.00143699924968188	0.0016617301329682	0.00189117273619742	0.00213954425702755	0.00232652630778776	0.00244712393857743	0.00251233448068425	0.00260384944940193	0.00255127080354532	0.00240435232086474	0.00239840585091833	0.00225807584472112	0.00239466767821822	0.00238258622738652	0.00246763286400461	0.00263051540836497	0.00284148168268309	0.00278418852019702	0.00273038252730383	0.00258381902720609	247177
Leia	F	5.72587014935296E-06	4.63973762946525E-06	6.90696547734203E-06	6.62271392193807E-06	6.91939139669233E-06	3.08480312660536E-05	4.91451887490281E-05	3.5462953835649E-05	4.70309942961855E-05	3.64247963824974E-05	2.82239119824476E-05	3.89854991270136E-05	2.69509321008538E-05	2.41026323717971E-05	1.96857535045563E-05	2.02530072247748E-05	1.78693700316044E-05	1.63910583914544E-05	1.74639685425837E-05	1.54070187701142E-05	1.7447026141374E-05	1.72446635725318E-05	1.29144808459415E-05	2.37617207418792E-05	1.78259865586576E-05	2.92430007843194E-05	2.55635748429404E-05	2.78941009934362E-05	3.25562276490248E-05	3.34094980797557E-05	4.06847674624643E-05	3.73687062348634E-05	4.19027954664318E-05	5.36178515170729E-05	6.88096835462892E-05	7.21080358647343E-05	7.43691736718863E-05	8.91069855159216E-05	8.75172731460157E-05	9.58401539576233E-05	0.000115327868089025	0.000139663652534428	0.000164758863634581	0.000206577570826693	0.000276213752762138	0.000324563538176821	9437
Kylo	M	0	0	0	0	0	0	0	1.50266753540886E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61431010574269E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91756550266788E-06	0	2.1643200477449E-06	9.48847110096357E-06	6.5152500651525E-05	4.62453694708938E-05	463
Rey	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72462501724625E-05	2.11487970141282E-05	138
Finn	M	0	0	0	0	1.6474741420696E-06	2.51820663396356E-06	0	2.40426805665417E-06	1.7418886776365E-06	1.73451411345226E-06	0	2.88781475014916E-06	2.29369634900884E-06	0	1.96857535045563E-06	2.21950764107121E-06	1.35374015390943E-06	1.56105318013851E-06	1.26550496685389E-06	3.59497104635998E-06	4.42685737915461E-06	2.38772264850441E-06	5.65008537009943E-06	9.01306648829899E-06	1.15183297763634E-05	1.2690358830931E-05	2.52916219190793E-05	3.35812477979232E-05	5.08194773057948E-05	5.58606807893515E-05	5.70122070362164E-05	7.8684811015663E-05	0.000104495096194414	0.000119208621334075	0.000149762252424276	0.000196043722507246	0.000215976230389588	0.000240850940262153	0.000295878830574146	0.00029847362232517	0.000332834583677354	0.000399745966112319	0.000427994289441554	0.000515630629543792	0.000626613756266138	0.000666892065845511	18382
Anakin	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36561613459076E-06	1.64547568233763E-06	3.86228312245727E-06	7.07077602038777E-06	3.08730826529294E-05	2.54097386528974E-05	1.7640214986111E-05	1.84687431244081E-05	1.42106347653706E-05	1.72849031299031E-05	3.46173507367509E-05	3.03572133292452E-05	2.55382627020934E-05	2.57235840440429E-05	3.11874449305726E-05	2.70951310049584E-05	2.49184400289821E-05	3.47901169769744E-05	3.93147683315417E-05	5.95188013129848E-05	6.39794051379258E-05	8.34937508349375E-05	9.02348672602805E-05	2633
Darth	M	0	0	0	0	0	2.832982463209E-06	4.09543239575234E-06	2.1037345495724E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
Vader	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36968964476277E-06	0	0	0	0	0	5
