Name	Sex	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	Total
Rachel	F	0.00419661512933293	0.00412400825374538	0.00423714649102933	0.00416653438292189	0.00438198905267482	0.00441947343681181	0.00380352124352274	0.00331809762402889	0.0031479711645408	0.0028249806316914	0.00254901106549304	0.00238835644781295	0.00210027918634116	0.00181072454909318	0.00161712481298822	0.00139820265058949	0.00120805997585883	0.0010386215418971	0.00093876830034715	201661
Monica	F	0.00106719283347658	0.00119447028224601	0.00103467981435191	0.00105226113725995	0.00108375296441122	0.00118611372101837	0.00116503011615265	0.000878135991147388	0.000577651625427179	0.000526722707492353	0.000479225840456016	0.000475904714133299	0.00042447692363968	0.000395981417157781	0.000366735693143474	0.000344554371286933	0.00029794639819109	0.000270224976937915	0.00025474114682787	49112
Phoebe	F	5.98305895572767E-05	5.05182547974114E-05	5.67747385311049E-05	6.64557660197409E-05	0.000108156797859588	0.000118474249128309	0.000115592616307828	0.000107965310772844	0.000142720303141174	0.000169662942463617	0.00020099154044781	0.000177995857648281	0.000181054013306944	0.000196681246220564	0.000190005007803219	0.000225149332191902	0.000247370623035964	0.000244246703942942	0.000266272639071107	11139
Joey	M	0.000167422937301907	0.000149211134015035	0.00017324254327482	0.000149054633096909	0.000138473476047503	0.000128895595116448	0.000121661918357404	0.00010959702831601	0.000121596615010222	0.000127313378042121	0.00011626505331755	0.000119912998836737	0.000130000992112835	0.000133041375605921	0.000125455361316646	0.000119658015872775	0.000117676308529254	0.000113845961066209	0.000106666303249941	9347
Chandler	M	0.000119917962760722	0.000144003066510147	0.000175364963406824	0.000189412385740476	0.000506916709160089	0.000599227394317953	0.00049547574913809	0.000530852107376805	0.000648605552226017	0.000564043261138796	0.000478958564471378	0.000379278391409947	0.000334213076889271	0.000295938492981675	0.00022644432436822	0.000190491513641014	0.000168752833933441	0.000154596193215188	0.000151743954746231	23792
Ross	M	0.000371309152359752	0.000332535110187084	0.000249914970543462	0.000225465311435396	0.000285960018583304	0.000285490030885579	0.000219322505882395	0.000214570856926383	0.000180634615171087	0.000148488160252869	0.000134439820272937	0.000113756751128601	9.92112834545316E-05	9.16623650828196E-05	8.14679006060379E-05	7.159242810147E-05	6.53479075024155E-05	6.57097493402283E-05	5.94920168003359E-05	12400
